Procedure ID,Description,Amount
122353,THER EXERCISES 15 MIN PT,837.00
122355,NEUROMUSC REEDUCT 15M PT,380.00
122358,GAIT TRAINING 15 MIN PT ,265.00
122359,MASSAGE 15 MIN PT       ,518.00
122360,MANUAL THER TECH 15M PT ,563.00
122361,THER PROCEDURES GROUP PT,355.00
122362,THER ACTIV DIR 15 MIN PT,235.00
122365,SELF/HOME ONE/ONE 15M PT,467.00
122370,DEBRIDE WND IN 20SQCM PT,1098.00
122371,DEBRD WD EA AD 20SQCM PT,1098.00
122375,PHYS PER TEST/MSR 15M PT,600.00
122376,ORTH MGT TRAIN EA 15M PT,777.00
122380,EL ST UN IND NOT WC PT  ,492.00
122388,TR DOSIMETRY BASIC      ,1508.00
122394,TR MED PHYSICS SPECIAL  ,2444.00
122401,CB INTERST APP COMP     ,4398.00
122403,RAD HAND/LOAD           ,1035.00
122411,NM THYROID METS LTD     ,2212.00
122413,NM THYROID METS W BDY   ,7766.00
122415,NM PLANAR PARATHYROID   ,1404.00
122418,NM BONE MARROW MULTI    ,1132.00
122439,NM LYMPHIMAG            ,1561.00
122441,NM LIVER W/FLOW         ,1639.00
122444,NM LIVER & SPLEEN       ,1792.00
122454,NM GASTRIC EMPTYING     ,6337.00
122460,NM ACUTE GI BLOOD LOSS  ,2172.00
122462,NM INTESTINE IMAGING    ,4062.00
122463,NM SHUNT PATENCY        ,1622.00
122464,NM BONE LIMITED         ,4116.00
122466,NM BONE WHOLE BODY      ,8986.00
122467,NM BONE 3 PHASE         ,9663.00
122474,NM MYOCRD SPECT R/S SGL ,15087.00
122475,NM MYOCRD SPECT R/S MULT,15087.00
122476,NM MYOCRD PERF R/S SGL  ,15087.00
122477,NM MYOCRD PERF R/S MULT ,15087.00
122483,NM MYOCARD IMAGE        ,1722.00
122486,NM MUGA R/S SINGLE      ,2684.00
122487,NM MUGA R/S MULT        ,8130.00
122492,NM CARDIAC POOL SPECT   ,2684.00
122494,NM PULM PERF PARTIC     ,1685.00
122505,NM BRAIN < 4 STATIC V FL,1494.00
122514,NM CISTERNOGRAM         ,2926.00
122516,NM CSF SHUNT EVAL       ,1602.00
122518,NM CSF LEAKAGE LOCAL    ,2926.00
122521,NM KIDNEY SCAN W/FLOW   ,7138.00
122522,NM KDNEY SCAN FLW&FNC   ,2077.00
122523,NM KDNEY FLW&FNC W/RX   ,2077.00
122524,NM KIDNEY FLW&FNC MUL   ,2077.00
122527,NM BLADDER RESIDUAL     ,1758.00
122528,NM URETERAL REFLUX      ,550.00
122530,NM TUMOR LOCAL LTD      ,1770.00
122531,NM TUMOR LOCAL MULT     ,6533.00
122532,NM TUMOR LC WHBD SGL DAY,3816.15
122533,NM TUMOR LCL SPECT      ,5502.00
122534,NM TUM LC WB 2/MORE DAYS,8486.00
122535,DONT USE-NM LOCAL INFL P,2789.00
122538,INJ IV RP LOC NOIMG PROB,1030.00
122549,RADIOPHM THPY ORAL ADMIN,5579.00
122550,RADIOPHARM THPY IV ADMIN,2425.00
122555,RDPHM INTRA ARTERIAL ADM,1126.00
122573,RADIOPHARM DX NOC       ,1968.00
122574,SATUMOMAB PENDETIDE 6MCI,10094.00
122575,TC99M SESTAMIBI DX DOSE ,1412.00
122576,TC99M TETROFOSMIN DXDOSE,440.00
122577,TC99M MEDRONATE DX 30MCI,1603.00
122583,TC99M DISOFENIN DX 15MCI,535.00
122584,TC99M PERTECHNETA DX MCI,79.00
122585,I123 SOD DX 100-999 UCI ,482.00
122587,TC99M EXAMETAZM DX 25MCI,9507.00
122588,I131 SOD IOD CAP DX MCI ,563.00
122594,TC99M MEBROFEN DX 15MCI ,540.00
122595,TC99M PYROPHOS DX 25MCI ,380.00
122596,TC99M PENTETATE DX 25MCI,1192.00
122597,TC99M MACRO ALB DX 10MCI,3327.00
122598,TC99M SULFUR CO DX 20MCI,897.00
122606,IN111 PENTETAT DX 0.5MCI,27329.00
122613,XENON XE133 GAS DX 10MCI,1117.00
122615,TC99M LABEL RBC DX 30MCI,5439.00
122616,TC99M OXIDRONAT DX 30MCI,1603.00
122625,STRONTIUM SR89 CL TX MCI,7404.00
122626,SM153 LEXIDRON TX 150MCI,22492.00
122636,PUNCTURE SHUNT          ,2495.00
122637,INJ SHUNTOGRAM          ,2520.00
122639,SENT NODE RAD TR INJ    ,2119.00
122644,USG RADIOELEMENT APP    ,1966.00
122645,CT PLACE RAD THPY FLD   ,5022.00
122646,TR SIMULATION SIMPLE    ,1715.00
122647,TR SIMULATION INTERMED  ,2550.00
122648,TR SIMULATION COMPLEX   ,3737.00
122649,3D RADIOTHER PLAN W DVH ,11812.00
122650,TR DOSIMETRY BASIC      ,1628.00
122651,INT MOD RADTX PLAN      ,3699.00
122655,TR SPECIAL PORT PLAN    ,2597.00
122660,TR TREAT DEVICE SIMPLE  ,1321.00
122661,TR TREAT DEVICE INTRMED ,1765.00
122662,TR TREAT DEVICE CPLEX   ,3515.00
122663,TR MED PHYSICS CONT     ,1399.00
122664,TR MED PHYSICS SPECIAL  ,2640.00
122678,TR PORT IMAGE           ,625.00
122680,SP TREATMENT            ,3626.00
122688,CB INFUS/INSTILL RADIOE ,2539.00
122689,INTRACAV APP SIMP       ,23366.00
122690,CB INTRACAV APP INTR    ,23366.00
122691,CB INTRACAV APP COMP    ,3103.00
122694,CB INTERST APP COMP     ,23366.00
122695,SURFACE APP LDR         ,3103.00
122696,RAD HAND/LOAD           ,1184.00
122796,PARAFFIN BATH OT        ,528.00
122797,WHIRLPOOL OT            ,987.00
122802,IONTOPHORESIS/15 MIN OT ,300.00
122804,ULTRASOUND/15 MIN OT    ,728.00
122806,THER EXERCISES 15 MIN OT,837.00
122808,NEUROMUSC REEDUCT 15M OT,380.00
122811,MASSAGE 15 MIN OT       ,518.00
122812,MANUAL THER TECH 15M OT ,563.00
122813,THER PROCEDURES GROUP OT,355.00
122814,THER ACTIV DIR 15 MIN OT,235.00
122819,SELF/HOME ONE/ONE 15M OT,467.00
122820,COMM/WORK ONE/ONE 15M OT,189.00
122824,DEBRIDE WND IN 20SQC OT ,1098.00
122825,DEBRD WD EA AD 20SQCM OT,1098.00
122827,PHYS PER TEST/MSR 15M OT,600.00
122828,ORTH MGT TRAIN EA 15M OT,777.00
122832,EL ST UN IND NOT WC OT  ,414.00
123813,VENIPUNCTURE            ,228.00
123831,SKIN TB-PPD             ,94.00
123859,INJECTION IM OR SQ      ,231.00
123867,OP VISIT LEVEL 1 NP     ,219.00
123874,OP VISIT LEVEL 2 NP     ,239.00
123875,OP VISIT LEVEL 3 NP     ,316.00
123876,OP VISIT LEVEL 4 NP     ,397.00
123877,OP VISIT LEVEL 1 EST    ,179.00
123879,OP VISIT LEVEL 2 EST    ,226.00
123880,OP VISIT LEVEL 3 EST    ,226.00
123881,OP VISIT LEVEL 4 EST    ,301.00
123888,ADMIN INFLUENZA VACCINE ,122.00
123889,ADMIN PNEUMOCOCCAL VAC  ,122.00
124259,DEBRIDE WND INI 20SQCM  ,691.00
124261,DEBRID WND EA ADD 20SQCM,691.00
124262,REM DEVITALIZED TISS NS ,213.00
124263,NEG PRESSURE 50CM OR <  ,140.00
124264,NEG PRESSURE > 50 CM    ,140.00
124266,OP VISIT LEVEL 1 NP     ,480.00
124267,OP VISIT LEVEL 2 NP     ,699.00
124268,OP VISIT LEVEL 3 NP     ,843.00
124269,OP VISIT LEVEL 4 NP     ,992.00
124270,OP VISIT LEVEL 5 NP     ,1060.00
124272,OP VISIT LEVEL 1 EST    ,230.00
124273,OP VISIT LEVEL 2 EST    ,387.00
124274,OP VISIT LEVEL 3 EST    ,455.00
124275,OP VISIT LEVEL 4 EST    ,649.00
124276,OP VISIT LEVEL 5 EST    ,751.00
124288,CATEGORY 1              ,2397.00
124289,CATEGORY 2              ,2841.00
124290,CATEGORY 3              ,6405.00
124377,NDL/INCATH VEIN         ,811.00
124380,BLOOD TRANSFUSION       ,2211.00
124390,IMMUNIZ ADMIN SGL       ,240.00
124391,IMMUNIZ ADMIN EA ADDTL  ,164.00
124393,CPR                     ,955.00
124394,CARDIOVERSION EXTERNAL  ,2642.00
124400,IV HYDRAT INIT UP TO 1HR,498.00
124401,IV HYDRAT EA ADD HR     ,250.00
124402,IV INITIAL UP TO 1 HOUR ,498.00
124403,IV EACH ADD HOUR        ,250.00
124404,IV ADDL SEQ INF UP TO 1H,250.00
124405,IV CONCURRENT INFUSION  ,250.00
124409,INJECTION IM OR SQ      ,376.00
124415,IVP SINGLE/INITIAL DRUG ,376.00
124416,IVP EA ADD SEQ NEW DRUG ,376.00
124417,IVP EA ADD SEQ SAME DRUG,273.00
124436,LVL 1 EMER DEPT         ,760.00
124437,FOLLOW UP VISIT ED      ,627.00
124438,LVL 2 EMER DEPT         ,1123.00
124439,LVL 3 EMER DEPT         ,1832.00
124440,LVL 4 EMER DEPT         ,2605.00
124441,LVL 5 EMER DEPT         ,4203.00
124442,CRIT CARE 1ST 30-74 MINS,6061.00
124443,CRIT CARE EACH ADD 30MIN,2283.00
124445,ADMIN INFLUENZA VACCINE ,122.00
124446,ADMIN PNEUMOCOCCAL VAC  ,122.00
124448,OBS PER HOUR            ,96.00
124450,DIRECT REFERRAL TO OBS  ,96.00
124452,LVL 1 HOSP TYPE B ED VST,760.00
124453,LVL 2 HOSP TYPE B ED VST,1123.00
124454,LVL 3 HOSP TYPE B ED VST,1832.00
124455,LVL 4 HOSP TYPE B ED VST,2605.00
124456,LVL 5 HOSP TYPE B ED VST,4203.00
124462,ER PROC LEVEL 1         ,1041.00
124463,ER PROC LEVEL 2         ,2303.00
124464,ER PROC LEVEL 3         ,6332.00
124930,OP VISIT LEVEL 1 NP     ,207.00
124931,OP VISIT LEVEL 2 NP     ,258.00
124932,OP VISIT LEVEL 3 NP     ,337.00
124933,OP VISIT LEVEL 4 NP     ,426.00
124934,OP VISIT LEVEL 5 NP     ,606.00
124935,OP VISIT LEVEL 1 EST    ,170.00
124936,OP VISIT LEVEL 2 EST    ,215.00
124937,OP VISIT LEVEL 3 EST    ,239.00
124938,OP VISIT LEVEL 4 EST    ,280.00
124939,OP VISIT LEVEL 5 EST    ,355.00
155502,OBS PER HOUR            ,96.00
155505,RM & BD ISOLATION ADJ   ,1838.00
155506,PRIVATE RM W/TELE ADJ   ,3160.00
155507,RM & BD PRIVATE ADJ     ,1838.00
155508,PRIVATE RM W/TELE       ,3160.00
155510,RM & BD ISOLATION       ,1838.00
155512,RM & BD PRIVATE         ,1838.00
155514,RM & BD SEMI PRIVATE ADJ,1838.00
155515,RM & BD SEMI PRIVATE    ,1838.00
155516,SEMI-PVT RM W/ TELE     ,3160.00
155523,INTERMEDIATE ICU        ,6125.00
155524,INTERMEDIATE ICU ADJ    ,6125.00
155525,OBS PER HOUR            ,96.00
155531,RM & BD PRIVATE ADJ     ,1987.00
155536,RM & BD PRIVATE         ,1987.00
155547,INTERMEDIATE ICU        ,6125.00
155548,INTERMEDIATE ICU ADJ    ,6125.00
155722,OBS PER HOUR            ,96.00
155725,CARDIAC POST CATH ADJ   ,3850.00
155726,CARDIAC POST CATH       ,3850.00
155728,CT PLACE RAD THPY FLD   ,5022.00
155729,TR TREAT DEVICE SIMPLE  ,1321.00
155730,TR TREAT DEVICE INTRMED ,1765.00
155731,TR MED PHYSICS CONT     ,1399.00
155732,TR DOSIMETRY            ,2995.00
155733,TR TREAT DEVICE CPLEX   ,3515.00
155735,TR PORT IMAGE           ,625.00
155737,TR SIMULATION COMPLEX   ,3737.00
155738,TR SIMULATION SIMPLE    ,1715.00
155739,SP TREATMENT            ,3626.00
155740,TR MED PHYSICS SPECIAL  ,2640.00
155741,TR DOSIMETRY BASIC      ,1628.00
155742,3D RADIOTHER PLAN W DVH ,11812.00
155747,PSYTX FAM W PT 50 MIN   ,579.00
155748,PSYTX FAM W PT 50 MIN   ,579.00
155752,PHP PSYTX GROUP 45-50MIN,661.00
155761,BLOOD TRANSFUSION       ,2211.00
155762,IMMUNIZ ADMIN SGL       ,122.00
155764,IV HYDRAT INIT UP TO 1HR,578.00
155765,IV HYDRAT EA ADD HR     ,291.00
155766,IV INITIAL UP TO 1 HOUR ,498.00
155767,IV EACH ADD HOUR        ,291.00
155768,IV ADDL SEQ INF UP TO 1H,291.00
155769,IV CONCURRENT INFUSION  ,291.00
155771,IVP SINGLE/INITIAL DRUG ,399.00
155772,IVP EA ADD SEQ NEW DRUG ,399.00
155773,IVP EA ADD SEQ SAME DRUG,291.00
155776,CHEMO IV EA AD SEQ 1 HR ,325.00
155777,CHEMO IV PUSH EA ADD DRG,661.00
155778,CHEMO IV PUSH SING/IN DR,661.00
155779,CHEMO IV EA ADD HOUR    ,325.00
155780,CHEMO IV SING/IN DR 1 HR,933.00
155789,CYTO FWB SMEAR & INTERP ,1227.00
155794,CYTOLOGY CONC & INTERP  ,408.00
155796,CYTO LIQUID BASE NON C/V,441.00
155806,CYTO SMEAR PSI          ,650.00
155808,CYTOPATH EXTENDED       ,1323.00
155812,FNA SAMPLE ADEQUACY IMM ,974.00
155814,FNA INTERP & REPORT     ,238.00
155816,DNA CELL CYCLE FC       ,94.00
155827,T & B CELL FC 1ST MARK  ,821.00
155829,PAROXY NCTRN HGB 1ST MRK,293.00
155844,FC ADD                  ,102.00
155850,CD 10 ADD               ,54.00
155870,TISS CULT CHROM BLD NM  ,337.00
155871,TISS CULT CHROM BX NM   ,409.00
155872,TISS CULT CHROM AM FL NM,429.00
155873,TISS CULT NEOPLAS BM BLD,368.00
155875,TISS CULT NEOPLAS TUMOR ,429.00
155877,CHROM BREAKAGE 50 100   ,2192.00
155878,CHROM COUNT 5 KARY W BND,514.00
155880,CHROM & KARYOTYPE 5 TISS,482.00
155881,CHROM & KARY 15-20 2 KAR,413.00
155887,CYTOGEN DNA ISH PROBE EA,42.00
155890,CYTOGEN I P ISH 100-300 ,583.00
155891,CHROM ADDTL KARYOTYPE   ,75.00
155892,CHROM ANAL ADDTL CELLS  ,53.00
155894,SURG PATH LEVEL 1       ,849.00
155896,SURG PATH LEVEL 2       ,1162.00
155898,SURG PATH LEVEL 3       ,2333.00
155904,SURG PATH LEVEL 4       ,4065.00
155905,SURG PATH LEVEL 5       ,4206.00
155907,SURG PATH LEVEL 6       ,4659.00
155909,PATH DECALCIFICATION    ,177.00
155920,PATH STAIN GROUP 1      ,1227.00
155944,PATH IRON STAIN         ,203.00
155952,PATH STAIN GROUP 2      ,1227.00
155955,PATH TRICHROME STAIN    ,195.00
155979,HISTOCHEM STAIN & FS    ,1293.00
155983,PATH ESTERASE STAIN     ,1335.00
155986,HISTOCHM ENZYME STAIN EA,146.00
155987,PATH CONSULT REF SLIDES ,1003.00
155989,PATH CONS PREP SLIDES   ,6208.00
155993,PATH CONSULT SURGERY    ,2902.00
155994,PATH CONSULT FS 1 SPEC  ,3423.00
155995,PATH CONSULT FS EA ADDTL,1227.00
155996,TOUCH PREP INITIAL SITE ,76.00
155997,TOUCH PREP EA ADD SITE  ,50.00
156014,AE PEROX 1ST AB         ,366.00
156030,IMMUNOHISTOCHEM EA AB   ,82.00
156066,CALCITON 1ST AB IHC     ,211.00
156113,TISS IMMUNOFLUOR DIR AB ,126.00
156118,EM DIAGNOSTIC           ,1279.00
156123,MORPHOMETRIC TUMOR      ,69.00
156125,NERVE TEASING PREP      ,396.00
156126,IN SITU HYBRID EA PROBE ,221.00
156127,M A INSITU HB EA PRB MAN,325.00
156130,ERH - ICU               ,8109.00
156140,ERH - ICU ADJ           ,8109.00
156236,AMIKACIN PEAK QN        ,52.00
156238,AMIKACIN TROUGH QN      ,52.00
156253,ETHOSUXIMIDE (ZARONTIN) ,57.00
156255,HALOPERIDOL HALDOL QN   ,63.00
156262,PHENYTOIN DILANTIN FR QN,84.00
156275,AMIODARONE QN           ,119.00
156276,AMOXAPINE ASENDIN QN    ,125.00
156284,CIPROFLOXACIN CIPRO QN  ,131.00
156288,DISOPYRAMIDE NORPACE QN ,45.00
156291,FLECAINIDE TAMBOCOR QN  ,154.00
156293,FLUOXETINE PROZAC QN    ,84.00
156299,ISONIAZID TUBIZID QN    ,114.00
156303,LEVODOPA SINEMET QN     ,375.00
156306,METHOTREXATE RHEUMAT QN ,91.00
156312,PAROXETINE PAXIL QN     ,259.00
156326,THIOTHIXENE NAVANE QN   ,110.00
156328,TOCAINIDE TONOCARD QN   ,45.00
156329,TRAZADONE (DESYREL) QN  ,75.00
156330,TRICYCLICS TOTAL QN     ,274.00
156351,ACTH QN                 ,131.00
156352,CYCLIC AMP              ,87.00
156354,ALDOLASE                ,33.00
156355,ALDOSTERONE QN          ,135.00
156356,ALDOSTERONE UR QN       ,119.00
156360,ALUMINUM                ,84.00
156362,PHENYLALANINE QL        ,122.00
156363,AMINO ACIDS MULTIPLE QL ,70.00
156365,CYSTINE QN              ,76.00
156368,AMINOLEVULINIC ACID ALA ,116.00
156369,AMINO ACIDS QN 6 OR MORE,711.00
156373,ANDROSTENEDIONE         ,98.00
156375,ANGIOTENSIN I CONV ENZ  ,52.00
156377,APOLIPOPROTEIN A1       ,53.00
156378,APOLIPOPROTEIN B        ,53.00
156379,ARSENIC BLD             ,63.00
156380,ARSENIC HAIR            ,81.00
156381,ARSENIC UR              ,63.00
156382,VIT C ASCORBIC ACID     ,104.00
156392,VITAMIN D 25OH W/WO FRAC,259.00
156393,VITAMIN D3 25-OH        ,521.00
156394,CALCITONIN              ,91.00
156396,STONE ANALYSIS INFRARED ,112.00
156398,CARNITINE TOT & FREE QN ,530.00
156400,CATECHOL FRACTION BLD   ,140.00
156401,CATECHOL FRACTION UR    ,140.00
156402,CATHEPSIN-D             ,181.00
156403,CERULOPLASMIN           ,36.00
156406,PSEUDOCHOLINESTERASE    ,29.00
156407,CHOLINESTERASE RBC      ,35.00
156414,CITRATE URINE           ,94.00
156417,COPPER BLD              ,42.00
156420,CORTISOL FREE           ,57.00
156424,CYANIDE                 ,90.00
156425,VITAMIN B12 BIND CAP    ,84.00
156426,CYSTATIN C              ,158.00
156429,DHEA-S                  ,76.00
156432,DIBUCAINE INHIBITOR     ,42.00
156436,VITAMIN D 1-25 W/WO FRAC,123.00
156444,AMYLASE ISOENZYMES ELP  ,114.00
156445,PHOSPHOLIPIDS ELECT     ,38.00
156446,ERYTHROPOIETIN QN       ,63.00
156447,ESTRADIOL               ,94.00
156449,ESTROGEN TOTAL          ,116.00
156450,ESTRIOL                 ,81.00
156454,ETHYLENE GLYCOL         ,151.00
156459,FLUORIDE                ,62.00
156461,FOLATE RBC              ,58.00
156466,IGD EA                  ,96.00
156470,GASTRIN                 ,60.00
156471,GLUCAGON                ,84.00
156472,G-6-PD QUANT            ,36.00
156474,BETA GLUCOSIDASE        ,227.00
156477,FRUCTOSAMINE            ,53.00
156479,GROWTH HORMONE (HGH)    ,57.00
156480,H PYLORI BLD UREASE NRIA,268.00
156481,H PYLORI BREATH NON-RAD ,99.00
156483,HEAVY METAL UR MULTI ANA,92.00
156488,HEMOGLOBIN A2 EP        ,52.00
156490,HEMOGLOBIN ELECTRO      ,42.00
156491,HEMOGLOBIN F EP         ,81.00
156495,HEMOGLOBIN UR QUANT     ,16.00
156498,HISTAMINE BLOOD         ,98.00
156499,HISTAMINE URINE         ,258.00
156500,HOMOVANILLIC ACID UR    ,125.00
156501,17 HYDROXYCORT (17OH)   ,60.00
156502,HYDROXYPROG 17D         ,92.00
156504,HYDROXYPROLINE TOTAL    ,81.00
156507,GLIADIN AB IGA IA QL    ,69.00
156508,GLIADIN AB IGG IA QL    ,69.00
156509,PARIETAL CELL AB IA QL  ,154.00
156516,ACETYLCHOL RCPT AB BIND ,125.00
156520,ALPHA SUBUNIT PIT GPH RI,370.00
156525,GLUT ACID DECARBOX AB RI,189.00
156531,PANCREATIC POLY RIA QN  ,333.00
156533,PTH RELATED PROTEIN RIA ,116.00
156540,VOLTAGE-GATED C C AB RIA,119.00
156560,GLOMERULAR AB EIA QN    ,168.00
156561,GM1 AB IA QN            ,81.00
156562,GM1 AB IA QN IGG        ,78.00
156563,GM1 AB IA QN IGM        ,78.00
156571,MAG IGM AB IA QN        ,353.00
156586,INSULIN TOTAL           ,91.00
156587,INSULIN FREE            ,176.00
156589,IRON LIVER TISSUE QN    ,415.00
156591,LACTOFERRIN STOOL IA QL ,31.00
156593,LEAD BLOOD              ,63.00
156594,LEAD URINE              ,53.00
156596,LEUC AMINOPEPTIDASE     ,90.00
156598,LIPOPROTEIN ELECTRO BLD ,259.00
156601,VLDL CHOLESTEROL DM     ,78.00
156603,MANGANESE               ,133.00
156606,MERCURY BLD QUANT       ,97.00
156607,MERCURY UR QUANT        ,54.00
156609,METANEPHRINES FRACT     ,58.00
156611,METHEMALBUMIN           ,73.00
156616,MYELIN BASIC PROT CSF   ,58.00
156617,ALPHA 2 MACRO NEPHELOM  ,99.00
156644,METHYLMALONIC ACID QN   ,91.00
156657,CALPROTECTIN FECAL      ,221.00
156667,ALK PHOS HEAT STABLE    ,144.00
156668,ALK PHOS ISOENZYMES     ,52.00
156671,PORPHYRINS UR QUAL      ,81.00
156672,PORPHYRINS UR QN + FRACT,90.00
156676,PREGNANETRIOL           ,254.00
156678,PROGESTERONE            ,70.00
156679,PROSTAGLANDIN EA        ,269.00
156685,PROTOPORPHYRIN RBC QUANT,50.00
156687,PYRIDOXAL 5 PHOS VIT B6 ,97.00
156689,PYRUVIC ACID (PYRUVATE) ,63.00
156692,ESTROGEN RECEPTOR (ERA) ,215.00
156695,RENIN                   ,75.00
156697,SELENIUM                ,240.00
156698,SEROTONIN               ,139.00
156699,SEX HORMONE BG          ,23.00
156700,SIALIC ACID             ,53.00
156702,SODIUM STOOL            ,45.00
156703,SOMATOMEDIN A IGF-2     ,177.00
156704,SOMATOMEDIN C IGF-1     ,175.00
156705,SOMATOSTATIN            ,177.00
156706,ADENOSINE DEAMINASE SPEC,60.00
156709,LACTASE SPECT           ,259.00
156710,MALTASE SPECT           ,259.00
156711,PALATINASE SPECT        ,259.00
156714,SUCRASE SPECT           ,259.00
156717,TESTOSTERONE FREE       ,4.00
156720,VITAMIN B1 THIAMINE     ,73.00
156721,THIOCYANATES            ,239.00
156724,VITAMIN E               ,50.00
156728,VMA URINE               ,53.00
156729,VASO INTEST PEPTIDE(VIP),117.00
156730,ADH (VASOPRESSIN)       ,200.00
156732,ISOPROPYL ALCOHOL       ,54.00
156733,METHANOL                ,53.00
156734,TOLUENE                 ,148.00
156735,VOLATILES               ,92.00
156736,ZINC BLOOD              ,69.00
156738,HCG QUANT TUMOR         ,52.00
156743,FACTOR 8 REL AG         ,273.00
156745,FACTOR 8 VW MULTIMERS   ,185.00
156746,FACTOR 11 ASSAY         ,81.00
156748,FACTOR 13 SOLUBILITY    ,269.00
156752,PROTEIN S ANTIGEN TOTAL ,62.00
156753,PROTEIN S FREE          ,73.00
156755,FACTOR 8 INHIBITOR      ,287.00
156758,D-DIMER ULTRASEN QL SEMI,515.00
156764,LEUKO ALK PHOS STAIN    ,60.00
156767,MURAMIDASE LYSOZYME     ,63.00
156768,OSMOTIC FRAGILITY UNINC ,311.00
156775,SALMONELLA AGG          ,119.00
156776,SALMONELLA H GRP D TYP H,41.00
156777,SALMONELLA H PARATYP B  ,41.00
156778,SALMONELLA H PARATYPH A ,41.00
156779,SALMONELLA O GRP D TYP O,41.00
156780,SALMONELLA O PARATYPH A ,41.00
156781,SALMONELLA O PARATYPH B ,41.00
156782,TULAREMIA AGG           ,102.00
156785,MYELOPEROXIDASE AB      ,76.00
156786,NEUTROPHIL AB           ,318.00
156790,PLATELET ANTIBODIES     ,143.00
156798,BB PHYS DIFF XM         ,158.00
156799,BB PHYS TX REACTION     ,75.00
156801,BETA 2 GLYCOPROT1 AB IGA,53.00
156802,BETA 2 GLYCOPROT1 AB IGG,53.00
156803,BETA 2 GLYCOPROT1 AB IGM,53.00
156808,COMPLEMENT C1 EST INHIBI,41.00
156809,COMPLEMENT C1 ESTERASE  ,50.00
156811,COMPLEMENT C2           ,52.00
156820,COMPLEMENT TOT CH50     ,69.00
156838,ANNA-1 (ANTI-HU) SCR FA ,215.00
156848,MYOCARDIAL FA AB QL     ,104.00
156849,NEURONAL NUC FA AB QL   ,211.00
156851,PURK CELL (YO) FA AB QL ,215.00
156852,RETICULIN FA AB IGA SCR ,125.00
156854,SKELETAL FA AB QL       ,154.00
156855,SMOOTH MUSC FA AB QL    ,41.00
156856,STRIATED MUSC FA AB SCR ,45.00
156868,INTERMYOFIBRILLAR AB TIT,106.00
156869,MYELIN FA AB TIT        ,70.00
156871,NEURON NUC AB 1 HU TIT  ,204.00
156874,PURK CELL (YO) FA AB TIT,41.00
156878,SACOLEMMA AB FA TIT     ,106.00
156881,ISOHEMAGLUTININ AB      ,57.00
156882,CA 125 QN               ,70.00
156884,CA 72 4 IA QN           ,211.00
156885,NEURON SPEC ENOLASE QN  ,133.00
156891,HIV-2 AB QUAL           ,139.00
156894,PNEUMOCOCCAL AB QN      ,92.00
156898,TETANUS AB IGG QN       ,104.00
156901,IMMUNOELECT BLD/SERUM   ,81.00
156904,IMMUNOELECT UR          ,76.00
156906,TEICHOIC ACID AB ID     ,92.00
156911,C1Q BINDING IMM COMP    ,139.00
156913,RAJI IMMUNE COMP        ,171.00
156914,INSULIN AB              ,339.00
156915,INTRINSIC FACT AB       ,203.00
156918,LYMPH TRANSFORM         ,33.33
156924,T4-T8 ABSOLUTE FC       ,302.00
156925,T CELLS CD4 COUNT       ,188.00
156926,ANTI MICROSOMAL AB      ,50.00
156934,RPR QUANT               ,82.00
156939,ADENOVIRUS AB QL        ,76.00
156941,ASPERGILLUS FLAVUS AB   ,53.00
156942,ASPERGILLUS FUMIGATUS AB,53.00
156943,ASPERGILLUS NIGER AB    ,53.00
156948,BARTONELLA H IGG        ,171.00
156949,BARTONELLA H IGM        ,171.00
156950,BARTONELLA Q IGG        ,171.00
156951,BARTONELLA Q IGM        ,171.00
156952,BLASTOMYCES AB QUAL     ,45.00
156953,B PERTUSSIS IGA FHA     ,302.00
156958,BORDETELLA AB QL        ,62.00
156959,BORDETELLA PERTUSSIS IGA,96.00
156960,BORDETELLA PERTUSSIS IGG,96.00
156964,LYME DISEASE AB QL      ,163.00
156971,CANDIDA AB QUAL         ,42.00
156974,CHLAMYDIA PNEUMO IGG    ,58.00
156976,CHLAMYDIA PSITTACI IGG  ,48.00
156978,CHLAMYDIA TRACH IGG     ,41.00
156979,CHLAMYDIA PNEUMO IGM    ,42.00
156981,COCCIDIOID AB QUAL      ,69.00
156983,Q FEVER AB IGG          ,106.00
156984,Q FEVER AB QUAL         ,57.00
156985,CRYPTOCOC AB BLD QUAL   ,69.00
156987,DIPHTHERIA AB QUAL      ,175.00
156988,ENCEPH LACROSSE AB QUAL ,48.00
156994,ENCEPH E EQUINE AB QUAL ,48.00
156998,ENCEPH ST LOUIS AB QUAL ,69.00
157003,ENCEPH W EQUINE AB QUAL ,48.00
157010,COXSACKIE A10 AB QUAL   ,189.00
157011,COXSACKIE A16 AB QUAL   ,189.00
157018,COXSACKIE A7 AB QUAL    ,189.00
157020,COXSACKIE A9 AB QUAL    ,189.00
157022,COXSACKIE B1 AB QUAL    ,189.00
157023,COXSACKIE B2 AB QUAL    ,189.00
157024,COXSACKIE B3 AB QUAL    ,189.00
157025,COXSACKIE B4 AB QUAL    ,189.00
157026,COXSACKIE B5 AB QUAL    ,189.00
157027,COXSACKIE B6 AB QUAL    ,189.00
157029,ECHOVIRUS TYPE 11 AB    ,189.00
157030,ECHOVIRUS TYPE 30 AB    ,189.00
157031,ECHOVIRUS TYPE 4 AB     ,189.00
157034,ECHOVIRUS TYPE 9 AB     ,189.00
157035,POLIO AB QUAL           ,96.00
157043,EHRLICHIA AB QL         ,90.00
157059,CYSTICERCUS AB          ,334.00
